speech_turn,use_of_force_level
"Captain, we are wrapping up the scene now.",0
"This is unit 42, arriving on scene.",0
Let's set up a perimeter before we proceed.,0
"Dispatch, I am en route to the location now.",0
I think I left my flashlight in the car.,0
"Officer Smith, can you confirm the individual's description?",0
We need to notify the fire department for medical support.,0
"Captain, we are wrapping up the scene now.",0
The individual ran northbound past the gas station.,0
The individual ran northbound past the gas station.,0
We need to notify the fire department for medical support.,0
I think I left my flashlight in the car.,0
"Captain, we are wrapping up the scene now.",0
Let's set up a perimeter before we proceed.,0
We need to notify the fire department for medical support.,0
"Dispatch, I am en route to the location now.",0
"This is unit 42, arriving on scene.",0
"Captain, we are wrapping up the scene now.",0
"I have visual on the individual, standing by for instructions.",0
Let's set up a perimeter before we proceed.,0
"Dispatch, I am en route to the location now.",0
Let's set up a perimeter before we proceed.,0
"Captain, we are wrapping up the scene now.",0
Let's set up a perimeter before we proceed.,0
"I have visual on the individual, standing by for instructions.",0
"Dispatch, I am en route to the location now.",0
"I have visual on the individual, standing by for instructions.",0
We need to notify the fire department for medical support.,0
"Captain, we are wrapping up the scene now.",0
"Dispatch, I am en route to the location now.",0
"I have visual on the individual, standing by for instructions.",0
The individual ran northbound past the gas station.,0
"This is unit 42, arriving on scene.",0
"Captain, we are wrapping up the scene now.",0
The individual ran northbound past the gas station.,0
"I have visual on the individual, standing by for instructions.",0
"I have visual on the individual, standing by for instructions.",0
I think I left my flashlight in the car.,0
I think I left my flashlight in the car.,0
I need backup at the intersection of Main and 5th.,0
"Officer Smith, can you confirm the individual's description?",0
"This is unit 42, arriving on scene.",0
We need to notify the fire department for medical support.,0
"This is unit 42, arriving on scene.",0
"Dispatch, I am en route to the location now.",0
"I have visual on the individual, standing by for instructions.",0
"Dispatch, I am en route to the location now.",0
"Dispatch, I am en route to the location now.",0
"I have visual on the individual, standing by for instructions.",0
Let's set up a perimeter before we proceed.,0
Let's set up a perimeter before we proceed.,0
"Dispatch, I am en route to the location now.",0
"I have visual on the individual, standing by for instructions.",0
Let's set up a perimeter before we proceed.,0
"This is unit 42, arriving on scene.",0
"Captain, we are wrapping up the scene now.",0
"Captain, we are wrapping up the scene now.",0
Let's set up a perimeter before we proceed.,0
The individual ran northbound past the gas station.,0
We need to notify the fire department for medical support.,0
I need backup at the intersection of Main and 5th.,0
"Officer Smith, can you confirm the individual's description?",0
"Officer Smith, can you confirm the individual's description?",0
We need to notify the fire department for medical support.,0
"I have visual on the individual, standing by for instructions.",0
"I have visual on the individual, standing by for instructions.",0
Let's set up a perimeter before we proceed.,0
"Captain, we are wrapping up the scene now.",0
Let's set up a perimeter before we proceed.,0
"Dispatch, I am en route to the location now.",0
"Dispatch, I am en route to the location now.",0
We need to notify the fire department for medical support.,0
"Dispatch, I am en route to the location now.",0
"I have visual on the individual, standing by for instructions.",0
"Dispatch, I am en route to the location now.",0
The individual ran northbound past the gas station.,0
Let's set up a perimeter before we proceed.,0
"I have visual on the individual, standing by for instructions.",0
We need to notify the fire department for medical support.,0
We need to notify the fire department for medical support.,0
We need to notify the fire department for medical support.,0
I think I left my flashlight in the car.,0
Let's set up a perimeter before we proceed.,0
"This is unit 42, arriving on scene.",0
"Captain, we are wrapping up the scene now.",0
I need backup at the intersection of Main and 5th.,0
We need to notify the fire department for medical support.,0
"This is unit 42, arriving on scene.",0
"I have visual on the individual, standing by for instructions.",0
Let's set up a perimeter before we proceed.,0
Let's set up a perimeter before we proceed.,0
We need to notify the fire department for medical support.,0
I need backup at the intersection of Main and 5th.,0
"Dispatch, I am en route to the location now.",0
"Dispatch, I am en route to the location now.",0
I think I left my flashlight in the car.,0
"I have visual on the individual, standing by for instructions.",0
We need to notify the fire department for medical support.,0
"Dispatch, I am en route to the location now.",0
We need to notify the fire department for medical support.,0
We need to notify the fire department for medical support.,0
Let's set up a perimeter before we proceed.,0
I need backup at the intersection of Main and 5th.,0
The individual ran northbound past the gas station.,0
"Officer Smith, can you confirm the individual's description?",0
"I have visual on the individual, standing by for instructions.",0
"I have visual on the individual, standing by for instructions.",0
We need to notify the fire department for medical support.,0
"Captain, we are wrapping up the scene now.",0
"I have visual on the individual, standing by for instructions.",0
"Dispatch, I am en route to the location now.",0
I think I left my flashlight in the car.,0
"I have visual on the individual, standing by for instructions.",0
"Dispatch, I am en route to the location now.",0
We need to notify the fire department for medical support.,0
